carrier_name,vehicle_segment,g/tm CO2,ef_kg_co2e_per_tkm
"Comstar Enterprises, Inc.: CEI fleet",For-Hire,82.1,0.0562339024
Concept International Transportation Inc: Freight Broker,For-Hire,106.8155,0.073162635832
Congo Express LLC,For-hire,104.5,0.071576648
Connect Transport Ltd.,For-hire,81.0,0.05548046400000001
Connors Transfer Limited,For-Hire,103.45,0.07085745680000001
Consolidated Fastfrate Inc,For-hire,67.91,0.04651454704
"ContainerPort Group, Inc.: Intermodal",For-Hire,83.5,0.057192824
Continental Cartage Inc.,For-Hire,92.6,0.0634258144
Continental Courier Inc.,Private,164.5,0.11267328800000001
Continental Expedited Services: CES,For-Hire,10.0,0.00684944
"Continental Express, Inc.",For-Hire,88.2,0.06041206080000001
Continental Freight Systems LLC,For-hire,102.4,0.07013826560000001
Continental Transportation and Distribution services,For-Hire,106.8155,0.073162635832
Continuum Transportation Services,For-Hire,93.45,0.06400801680000001
Contract Express Limited,For-Hire,60.42,0.04138431648
"Contract Freighters, Inc. d/b/a CFI",For-Hire,78.929,0.054061944976000004
"Contract Transport Services, LLC",For-Hire,78.929,0.054061944976000004
"Contract Transportation Systems, Co. (Sherwin Williams)",For-Hire,76.25,0.052226980000000006
Contrans Group Inc.: Contrans Flatbed Group,For-Hire,65.0,0.04452136
Contrans Group Inc.: Laidlaw Carriers Van,For-Hire,84.724,0.05803119545600001
Contrans Group Inc.: Tri-Line Carriers,For-Hire,76.25,0.052226980000000006
Contrans Group Inc.: Tripar Transportation,For-Hire,67.91,0.04651454704
"Convenience Transportation, LLC: CVRO",For-Hire,67.91,0.04651454704
"Convoy Logistics, LLC",For-Hire,118.39,0.08109052016000001
"Convoy Systems, LLC",For-Hire,78.929,0.054061944976000004
"Convoy, Inc.: Convoy",For-Hire,110.12049999999999,0.075426375752
Conwell Transportation,For-Hire,113.511,0.077748678384
"Cooke Trucking Company, Inc.",For-Hire,75.5,0.051713272000000005
Cool Runnings Logistics,For-hire,103.45,0.07085745680000001
"Cooper Freight Service, Inc.: 12722067",For-Hire,102.4,0.07013826560000001
Cope Bestway Express Inc.: mixed,For-Hire,76.25,0.052226980000000006
"Copper Express, Inc.",For-hire,105.21,0.07206295824
"CorTrans Logistics LLC: CorTrans Logistics, LLC",For-Hire,118.39,0.08109052016000001
"Corcoran Trucking, Inc.: Flatbed",For-Hire,84.25,0.057706532000000005
"Corcoran Trucking, Inc.: Temperature Control",For-Hire,82.1,0.0562339024
"Cordell Transportation Company, LLC.",For-Hire,78.929,0.054061944976000004
"Cordova Solutions, Inc.: Cordova Solutions, Inc.",For-Hire,102.4,0.07013826560000001
Core 10 llc dba Central States Distribution Service,Private,102.4,0.07013826560000001
Core Trucking Company of Texas LLC,For-Hire,90.0,0.061644960000000006
"CoreTrans, LLC",For-Hire,102.4,0.07013826560000001
Cori Reynolds,For-hire,92.6,0.0634258144
"Cornerstone Systems, Inc.",For-Hire,81.8,0.0560284192
"Corporate Traffic, Inc.",For-Hire,116.71600000000001,0.07994392390400001
"Corriher Trucking, Inc.",For-hire,84.25,0.057706532000000005
Countrywide Logistics,For-Hire,84.724,0.05803119545600001
"Countrywide Transportation, Inc.: 323111",Private,118.39,0.08109052016000001
Courage Deep Canada Inc.,For-hire,65.0,0.04452136
"Courier Express US, Inc.: Courier Express Logistics",For-Hire,101.06,0.06922044064
Covenant Logistics Solutions: Freight Brokerage,For-Hire,81.8,0.0560284192
Covenant Transport,For-Hire,72.91,0.04993926704
Covered Solutions dba Covered,For-Hire,116.71600000000001,0.07994392390400001
"Cowan Systems, LLC",For-Hire,72.91,0.04993926704
Cowboy USA Expedited Services LLC,For-Hire,105.21,0.07206295824
"Cowen Truck Line, Inc.",For-Hire,78.929,0.054061944976000004
"Cox Transfer, Inc.: Van",For-Hire,72.91,0.04993926704
"Coyote Logistics, LLC",For-Hire,101.06,0.06922044064
Crane Creek Trucking LLC,For-hire,75.5,0.051713272000000005
Crane Transport Inc,For-Hire,78.929,0.054061944976000004
Crane Worldwide Logistics,For-Hire,101.06,0.06922044064
"Crawford Transportation & More, Inc.: Truckload",Dedicated,72.91,0.04993926704
"Crawford Transportation & More, Inc.: Yard",Dedicated,102.4,0.07013826560000001
"Crawford Trucking, Inc",For-Hire,78.929,0.054061944976000004
Creative Transportation Services,For-Hire,116.71600000000001,0.07994392390400001
Creech logistics LLC,For-hire,76.45,0.05236396880000001
Creekside Transport,For-Hire,95.575,0.0654635228
Crestwood Transportation LLC,For-Hire,84.5,0.057877768
Crete Carrier Corporation: Crete Carrier (Dry Van Division),For-Hire,72.91,0.04993926704
Crete Carrier Corporation: Hunt Transportation (Flatbed Division),For-Hire,71.0,0.048631024
Crete Carrier Corporation: Shaffer Trucking (Temperature Control Division),For-Hire,82.1,0.0562339024
Crickets Express LLC: 107,For-Hire,83.5,0.057192824
Crisp Container Company,Dedicated,93.45,0.06400801680000001
Critical Brokerage Services LLC: CBSCO,For-Hire,113.511,0.077748678384
"Crosby Trucking Service, Inc",For-Hire,102.4,0.07013826560000001
Crossroads Freight Systems LLC,For-hire,78.929,0.054061944976000004
"Crossroads Logistics, Inc.",For-hire,105.21,0.07206295824
Crowley Logistics: Logistics Division,For-Hire,90.9,0.06226140960000001
"Crowley Trucking, Inc",For-Hire,97.0,0.066439568
"Crown Auto Transport, Inc",For-Hire,113.5,0.07774114400000001
Crown LSP Group,For-Hire,113.511,0.077748678384
Crown LSP Group,For-Hire,102.4,0.07013826560000001
Crum Trucking Inc.,For-Hire,78.929,0.054061944976000004
"Crystal Flash, Inc.",Private,54.5,0.037329448
"Cumberland Air Transport, LLC",For-Hire,164.5,0.11267328800000001
Custom Pro Logistics LLC,For-Hire,110.12049999999999,0.075426375752
"Custom Tranfser, Inc",For-Hire,105.21,0.07206295824
Cycle Logistics,For-Hire,93.45,0.06400801680000001
Cypress Truck Lines Inc: CYPRESS,For-Hire,65.0,0.04452136
Cypress Truck Lines Inc: Low Country Loading Service,For-Hire,92.6,0.0634258144
"D & E Transport, LLC",For-Hire,76.45,0.05236396880000001
D & W Trucking Inc.,For-hire,93.45,0.06400801680000001
D Express,For-Hire,93.45,0.06400801680000001
D&D Transportation Services Inc: 12198637,For-Hire,75.5,0.051713272000000005
D&L Transport,For-Hire,106.8155,0.073162635832
"D&M Transportation Solutions, LLC",For-Hire,84.724,0.05803119545600001
D'Alliance Motors,For-Hire,88.2,0.06041206080000001
D-Trans LLC,For-Hire,76.25,0.052226980000000006
D. M. Bowman Inc.,For-Hire,78.929,0.054061944976000004
"D. P. Curtis Trucking, Inc.: Maxi",For-Hire,67.91,0.04651454704
"D. P. Curtis Trucking, Inc.: Single",For-Hire,91.155,0.06243607032
"D.M.T. Services, Inc.",For-Hire,93.45,0.06400801680000001
D.W. Morgan LLC,Private,102.4,0.07013826560000001
"D/C Transport, Inc.",For-Hire,76.25,0.052226980000000006
D4 LOGISTICS INC,For-Hire,84.724,0.05803119545600001
DALI TRANSPORTATION DBA PRIME ONE,For-Hire,78.929,0.054061944976000004
DALKO Resources Inc.: Freight Forwarding and Brokerage,For-Hire,113.511,0.077748678384
DAN GOODING TRANSPORT INC,For-hire,102.4,0.07013826560000001
DART International: Corona Fleet,For-Hire,78.929,0.054061944976000004
"DASH Transportation, LLC",For-hire,78.929,0.054061944976000004
DAVID EXPRESS INC,For-hire,76.25,0.052226980000000006
"DB Lyon Logistics, LLC",For-hire,75.5,0.051713272000000005
DB Schenker of Canada,For-Hire,90.9,0.06226140960000001
"DB3 Logistics, Inc.",For-Hire,76.5,0.052398216000000004
DCJ Logistics,For-hire,72.91,0.04993926704
"DDM Logistics, Inc",For-Hire,93.45,0.06400801680000001
"DDX Transport, LLC",For-hire,105.21,0.07206295824
"DEMERY TRANSPORTATION GROUP, LLC",For-hire,84.25,0.057706532000000005
DENMAX LOGISTICS INC,For-Hire,93.45,0.06400801680000001
"DES - CLAW, LLC",For-Hire,84.724,0.05803119545600001
DFC TRANSPORTATION AND LOGISTICS: DFCTL,Private,63.65,0.043596685600000004
"DG Logistics, LLC",Private,105.21,0.07206295824
DGI Trucking Inc,Private,60.42,0.04138431648
DHANOA ENTERPRISES INC.,For-hire,105.21,0.07206295824
DHL Express: PUD,Dedicated,733.5,0.502406424
DHL Express: Recovery,Dedicated,105.21,0.07206295824
DHL Global Forwarding,For-Hire,164.5,0.11267328800000001
DHL eCommerce,Private,106.8155,0.073162635832
DHT Transport LLC: B-Train Division,For-Hire,84.25,0.057706532000000005
DHT Transport LLC: Flatbed Division,For-Hire,65.0,0.04452136
DHT Transport LLC: Gravel Train Division,For-Hire,51.0,0.034932144000000005
DHT Transport LLC: Van Division,For-Hire,72.91,0.04993926704
"DHX Maui, Inc.",For-Hire,105.21,0.07206295824
DHX-Dependable Hawaiian Express Inc.,Dedicated,91.155,0.06243607032
DHX-Dependable Hawaiian Express Oahu,For-Hire,105.21,0.07206295824
DIAMOND FREIGHT SYSTEMS LTD.,For-hire,95.575,0.0654635228
DILL ELAM INC DBA CITY SERVICE: DRY VAN,For-Hire,93.45,0.06400801680000001
DIRECT TRUCKING DBA SPARC TRANSPORT,For-Hire,83.5,0.057192824
DK MAX TRUCKING INC,For-Hire,72.91,0.04993926704
"DKL Transportation, LLC",For-Hire,74.0,0.050685856
DLM Trucking LLC,For-Hire,95.575,0.0654635228
"DLR Autotransportes, LLC dba DLR Transportation",Dedicated,78.929,0.054061944976000004
"DLT Logistics, LLC",For-hire,105.21,0.07206295824
DM International,For-Hire,67.91,0.04651454704
DMG Logistics LLC,For-hire,105.21,0.07206295824
DMN Transport Inc: DMN,For-Hire,84.724,0.05803119545600001
DMV Transportation Inc.,For-Hire,84.724,0.05803119545600001
DNF COMMUNITY LOGISTICS LLC,For-hire,88.2,0.06041206080000001
DNJ,For-Hire,90.0,0.061644960000000006
"DNK Express, LLC",For-hire,78.929,0.054061944976000004
DNL Transport Inc,For-hire,91.155,0.06243607032
DNS Transportation Inc,For-hire,67.91,0.04651454704
DOT Transportation,For-Hire,103.45,0.07085745680000001
"DRT TRANSPORTATION, LLC",For-Hire,81.8,0.0560284192
DS Xpress Inc,Dedicated,95.575,0.0654635228
"DSF Logistics, LLC",For-Hire,118.39,0.08109052016000001
DSG LOGISTICS LLC: 3PL,For-Hire,101.06,0.06922044064
DSS Express Inc.,For-hire,103.45,0.07085745680000001
DST Distributors: DST Express LLC LOCAL,For-Hire,93.45,0.06400801680000001
DST Distributors: DST Express LLC OTR,For-Hire,72.91,0.04993926704
"DSV Road, Inc.",For-Hire,113.511,0.077748678384
DTE LOGISTICS,For-hire,105.21,0.07206295824
"DTH Expeditors, Inc: DTH Expeditors, Inc",For-Hire,164.5,0.11267328800000001
DTX Trans Inc,For-hire,102.4,0.07013826560000001
"DX XPRESS, INC.",For-hire,102.4,0.07013826560000001
"DYNAMICPRO FREIGHT, LLC:  35695902",For-Hire,90.9,0.06226140960000001
DYNEVOR EXPRESS 2010 LTD: 001,For-Hire,84.724,0.05803119545600001
DYNO NOBEL TRANSPORTATION INC,Private,67.91,0.04651454704
Dahlquist Trucking Inc,For-hire,72.91,0.04993926704
"Daily Express, Inc.",For-Hire,90.5,0.061987432
Dairyland Transportation LLC,For-Hire,88.2,0.06041206080000001
Dakota Carriers Inc,For-Hire,76.25,0.052226980000000006
Dakota Lines Inc,For-Hire,102.4,0.07013826560000001
Dale Thortsen Trucking Inc.,For-hire,102.4,0.07013826560000001
"Dalor Logistics, Inc.",For-hire,102.4,0.07013826560000001
Dan Force Ltd.,For-hire,93.45,0.06400801680000001
Dana Transportation Inc,For-Hire,113.511,0.077748678384
Dancer Logistics Inc,For-Hire,88.2,0.06041206080000001
Dandy Service Corporation,For-Hire,102.4,0.07013826560000001
Dania Inc.,Private,93.45,0.06400801680000001
Danny Herman Trucking Inc,For-Hire,72.91,0.04993926704
Dart Advantage Logistics,For-Hire,110.12049999999999,0.075426375752
Dart Transit Company: Dart Transit,For-Hire,93.45,0.06400801680000001
"Dart X INC, D/B/A Dart Express",For-Hire,72.91,0.04993926704
Dash Transport Inc,For-hire,102.4,0.07013826560000001
Dassler Domestic Logistics,For-Hire,90.0,0.061644960000000006
"Dave Meeker Auto, Inc.",For-hire,126.0,0.086302944
"David Oppenheimer Transport, Inc",For-Hire,113.511,0.077748678384
David W Frey,For-hire,88.2,0.06041206080000001
Davidson Transportation Market: Atlanta,For-Hire,90.0,0.061644960000000006
Davidson Transportation Market: Charlotte,For-Hire,104.5,0.071576648
Davis Cartage Co,For-Hire,72.91,0.04993926704
"Davis Express, Inc.",For-Hire,82.1,0.0562339024
Day & Ross Inc.: Day & Ross Commerce Solutions,For-Hire,105.21,0.07206295824
Day & Ross Inc.: Day & Ross Dedicated Logistics,Dedicated,10.0,0.00684944
Day & Ross Inc.: Day & Ross LTL & TL,For-Hire,67.91,0.04651454704
Day & Ross Inc.: Ottaway Motor Express,Dedicated,78.929,0.054061944976000004
"Day & Ross USA, Inc",For-Hire,78.929,0.054061944976000004
Day to Day Alberta Ltd.,For-hire,78.929,0.054061944976000004
Day to Day Logistics Inc.,For-Hire,93.45,0.06400801680000001
"Daybreak Express, Inc.",For-Hire,76.25,0.052226980000000006
"Daylight Transport, LLC: DYLT",For-Hire,90.9,0.06226140960000001
"Dayton Freight Lines, Inc.",For-Hire,110.55,0.07572055920000001
"DeGroot Logistics, Inc",For-Hire,110.12049999999999,0.075426375752
"DeMase Trucking Co., Inc.",For-hire,57.6,0.0394527744
DeWitt Move Worldwide: DWCD,For-Hire,164.5,0.11267328800000001
Debrick Truck Line Company,For-Hire,76.25,0.052226980000000006
Decker Truck Line,For-Hire,67.91,0.04651454704
Dedicated Logistics Inc,For-Hire,102.4,0.07013826560000001
Dedicated Logistics Services LLC: Freight Operations,Private,110.12049999999999,0.075426375752
"Dedicated Logistics Services, Inc.",For-hire,611.0,0.418500784
"Dedicated Logistics, LLC",For-Hire,93.45,0.06400801680000001
Dedicated Systems Inc,For-Hire,72.91,0.04993926704
Dedicated Transportation Solutions Inc.,Dedicated,72.91,0.04993926704
Dedicated Transportation Systems LLC,For-Hire,78.929,0.054061944976000004
"Dedicated, LLC",For-Hire,93.45,0.06400801680000001
Dee King Trucking LLP,For-Hire,103.45,0.07085745680000001
Delgado Logistics LLC,For-hire,76.45,0.05236396880000001
Deliveright,Private,110.12049999999999,0.075426375752
Delmar International Inc.,For-Hire,164.5,0.11267328800000001
"Delta Automotive Services, Inc.",For-Hire,107.0,0.073289008
Delta Freight Solutions,For-Hire,140.57,0.09628257808
Delta Freight Systems/Delta Group Logistics,Private,78.929,0.054061944976000004
Deluxe Auto Carriers Inc.,For-Hire,126.0,0.086302944
Demand Transport LLC,For-hire,83.5,0.057192824
Denali Transport Inc.,For-Hire,72.91,0.04993926704
"Denney Transport, LTD: Refrigerated",For-Hire,95.575,0.0654635228
"Dennis R. Hilker Trucking, Inc.",For-hire,75.5,0.051713272000000005
Denny Express LLC,For-hire,93.45,0.06400801680000001
Denver Cargo Inc: DCL,For-Hire,60.42,0.04138431648
Deol Bros Express Inc.,For-hire,82.1,0.0562339024
Deol Road Carrier Ltd.,For-Hire,60.42,0.04138431648
"Dependable Hawaiian Express - Big Island, Inc.",For-hire,105.21,0.07206295824
"Dependable Highway Express, Inc.",For-Hire,67.91,0.04651454704
Deploy Solutions Group LLC,Private,116.71600000000001,0.07994392390400001
"Derrico Logistics, LLC",For-hire,76.0,0.052055744
"Desert Empire Transfer & Storage, Inc.",For-hire,210.5,0.14418071200000002
Desert Express Transportation Lines,Dedicated,82.1,0.0562339024
Desert Star Transportation LLC,For-Hire,82.1,0.0562339024
Destination Freight Services,For-hire,102.4,0.07013826560000001
Destiny Motor Freight Ltd,For-Hire,93.45,0.06400801680000001
Destiny Travel Transportation Co LLC,For-hire,76.45,0.05236396880000001
Devine Intermodal,For-Hire,83.5,0.057192824
Dhaliwal Trucking Ltd.,For-hire,93.45,0.06400801680000001
"Dhindsa Group of Companies, Inc dba DGC: 12867977",For-Hire,76.25,0.052226980000000006
Diamond Transportation Logistic Inc,For-Hire,82.1,0.0562339024
"Diamond Transportation System, Inc.",For-Hire,92.6,0.0634258144
"Diamond X-press, LLC",For-Hire,82.1,0.0562339024
Diamondback Services,For-Hire,93.45,0.06400801680000001
"Dick Lavy Trucking, Inc.",For-Hire,84.724,0.05803119545600001
"Dickinson Fleet Services, LLC",Private,105.21,0.07206295824
Diego A. Gracia: 08,For-Hire,76.25,0.052226980000000006
"Dillon Transportation, LLC",For-Hire,78.929,0.054061944976000004
"Dino's Trucking, Inc.",For-Hire,78.929,0.054061944976000004
"Direct Connect Logistix, Inc.",For-Hire,90.9,0.06226140960000001
Direct Delivery Solutions,For-hire,281.0,0.192469264
Direct Traffic Solutions Inc.,For-Hire,116.71600000000001,0.07994392390400001
Direct Transport,For-Hire,93.45,0.06400801680000001
"Distribution Solutions, Inc",For-Hire,88.2,0.06041206080000001
"Distribution Technology Inc, DBA PDC Trucking",For-hire,84.724,0.05803119545600001
Diversified Agricultural Industrial Markets,For-Hire,84.724,0.05803119545600001
"Diversified Automotive, Inc.",For-Hire,120.0,0.08219328000000001
Diversified CPC International Inc.,Private,74.0,0.050685856
"Diversified Logistic Solutions, LLC",For-hire,84.5,0.057877768
Diversified Transfer and Storage,For-Hire,88.2,0.06041206080000001
Divine Enterprises: Refrigerated Carrier,For-Hire,75.5,0.051713272000000005
"Dixon Auto Transport, Inc",For-Hire,101.0,0.069179344
"Dodik Trucking, Inc",For-hire,102.4,0.07013826560000001
Dohmen Trucking dba F&M Transport Inc.,For-Hire,63.65,0.043596685600000004
"Dohrn Transfer Company, LLC: 169753",For-Hire,67.91,0.04651454704
Dolce Transportation Co,For-hire,105.21,0.07206295824
Dolphin Transport Ltd.,For-Hire,91.155,0.06243607032
"Dolphin, Line, Inc.: 30726124",For-Hire,84.724,0.05803119545600001
Domino's Pizza LLC,Private,103.45,0.07085745680000001
Don Hummer Trucking Corp.: HUMD Truckload,For-Hire,78.929,0.054061944976000004
Done Right Trucking Inc dba Redgo,For-Hire,78.929,0.054061944976000004
Dorn's Delivery & Transfer Inc.,For-Hire,84.724,0.05803119545600001
Dot-Line Transportation,For-Hire,102.4,0.07013826560000001
Double D Distribution,For-Hire,74.0,0.050685856
Doug Andrus Distributing LLC: Flatbed,For-Hire,91.155,0.06243607032
Doug Andrus Distributing LLC: Heavy Haul Flatbed,For-Hire,72.05,0.0493502152
Doug Andrus Distributing LLC: Hopper Bulk,For-Hire,51.0,0.034932144000000005
Doug Andrus Distributing LLC: Hopper/Flat Convertible,For-Hire,51.0,0.034932144000000005
Doug Andrus Distributing LLC: Refridgerated Heavy Haul,For-Hire,75.5,0.051713272000000005
Doug Andrus Distributing LLC: Refridgerated and Dry Van,For-Hire,82.1,0.0562339024
"Doug Bradley Trucking, Inc.",For-Hire,67.91,0.04651454704
Dove Creek Motor Express,For-Hire,67.91,0.04651454704
"Doyle Sims & Sons Trucking, Inc.",For-Hire,64.0,0.043836416
"Draytex Logistics, LLC.",For-hire,76.5,0.052398216000000004
Drew-Massa Transportation LLC,For-Hire,103.45,0.07085745680000001
Drg Trucking Inc,For-hire,150.5,0.10308407200000001
"Drive, LLC.: Asset",For-Hire,113.511,0.077748678384
"Drive, LLC.: Brokerage",For-Hire,90.9,0.06226140960000001
"DriveLink Services, LLC",For-Hire,93.45,0.06400801680000001
"Driven Transportation, LLC",For-hire,102.4,0.07013826560000001
"Duff Trucking, LLC",For-hire,93.45,0.06400801680000001
"Dunavant Distribution Group, LLC",For-hire,104.5,0.071576648
"Dunavant Logistics Group, LLC: DLGC",For-Hire,116.71600000000001,0.07994392390400001
"Dunavant Sea Lane Express, LLC",For-Hire,97.0,0.066439568
"Dunavant Trans Gulf Transportation, LLC",For-Hire,97.0,0.066439568
"Duncan and Son Lines, Inc.",For-Hire,76.5,0.052398216000000004
"Dupont Motor Lines, Inc.",For-hire,84.724,0.05803119545600001
Dupre Logistics LLC: SCS,For-Hire,106.8155,0.073162635832
Duran Freight Corporation,For-hire,72.91,0.04993926704
Dutch Maid Logistics,For-Hire,88.2,0.06041206080000001
Dvrxpress LLC,For-hire,93.45,0.06400801680000001
Dws Logistics,For-Hire,140.57,0.09628257808
Dynamic Connections,For-Hire,110.12049999999999,0.075426375752
Dynamic Transit Co.,For-Hire,103.45,0.07085745680000001
Dynamo Freight LLC,For-Hire,110.12049999999999,0.075426375752
E & T Trucking LLC,For-hire,103.45,0.07085745680000001
E-COMMERCE LOGISTICS CORPORATION,For-hire,76.5,0.052398216000000004
E-Can Oilfield Services L.P.: E-Can Oilfield Services L.P.,For-Hire,84.5,0.057877768
E-Line Express Inc.,For-hire,102.4,0.07013826560000001
E-TRANS CO,For-hire,91.155,0.06243607032
E. A. Trucking Inc.,For-hire,72.91,0.04993926704
E.J Farms Trucking Inc,For-hire,88.2,0.06041206080000001
E.W. WYLIE LLC,For-Hire,71.0,0.048631024
E3 Holdings LLC,For-hire,93.45,0.06400801680000001
E3Transport,For-hire,92.6,0.0634258144
EA Logistics: ELOA,For-Hire,164.5,0.11267328800000001
ECE WORLDWIDE CONSULTING INC,Private,101.06,0.06922044064
ECKLUND LOGISTICS INC,For-Hire,84.724,0.05803119545600001
"ECM Transport, LLC",For-Hire,72.91,0.04993926704
ED CARRIERS INC,For-hire,105.21,0.07206295824
"EDO LINE EXPRESS,LLC",For-hire,93.45,0.06400801680000001
"EFH Transport,LLC",Dedicated,78.929,0.054061944976000004
EJ Stutzman Inc,Dedicated,65.0,0.04452136
ELITeXPO,For-Hire,164.5,0.11267328800000001
"EMH Transportation, LLC",For-Hire,102.4,0.07013826560000001
ENIGMA AEGIS INC,For-hire,91.155,0.06243607032
EOS Inc.,For-Hire,78.929,0.054061944976000004
EP South West Logistics Inc: EP South West Logistics Fleet,For-Hire,91.155,0.06243607032
"EPES Logistics Services, Inc.: EPSG",For-Hire,140.57,0.09628257808
EQS Logistics,For-Hire,631.0,0.43219966400000004
ES Logistics,For-hire,82.1,0.0562339024
ET TRANSPORT,For-Hire,60.42,0.04138431648
"EXIM Operations, Inc.: Domestic OTR",For-Hire,90.9,0.06226140960000001
EXO Freight,For-Hire,140.57,0.09628257808
EXPEDIENT DELIVERY LLC,For-hire,105.21,0.07206295824
Eagle Air Freight Inc.,Private,134.05,0.09181674320000001
"Eagle Express Service, Inc.: Eagle Express Service, Inc.",For-Hire,106.8155,0.073162635832
"Eagle Eye Logistics, LLC",For-Hire,88.2,0.06041206080000001
Eagle Transport Corporation,For-Hire,59.65,0.040856909600000005
Eagle Tranz LLC,For-hire,102.4,0.07013826560000001
Early Trucking Company: EYKM,For-Hire,67.91,0.04651454704
Earp Distribution,Private,95.575,0.0654635228
Ease Expedited,For-Hire,78.929,0.054061944976000004
Ease Logistics Services LLC,For-Hire,118.39,0.08109052016000001
Eassons Transport Limited: Choice Reefer Systems,For-Hire,95.575,0.0654635228
Eassons Transport Limited: David Brown United,For-Hire,95.575,0.0654635228
Eassons Transport Limited: Eassons Transport,For-Hire,88.2,0.06041206080000001
East West Express,For-Hire,88.2,0.06041206080000001
Easy-Haul Intermodal Inc.,For-hire,83.5,0.057192824
Easyflyers,For-Hire,164.5,0.11267328800000001
Echo Global Logistics,For-Hire,106.8155,0.073162635832
Ecogistics,For-Hire,118.39,0.08109052016000001
Ecorp Logistics LLC,For-hire,93.45,0.06400801680000001
Ecoshield Transport LLC,For-Hire,75.5,0.051713272000000005
Edge Logistics LLC,For-Hire,106.8155,0.073162635832
Elante Transport Ltd.,For-hire,84.724,0.05803119545600001
Elberta Logistics International LLC,For-Hire,76.25,0.052226980000000006
Eldar Express LLC,For-hire,95.575,0.0654635228
Elgin Motor Freight Inc.: Climate,For-Hire,82.1,0.0562339024
Elgin Motor Freight Inc.: Dry Vans,For-Hire,72.91,0.04993926704
Eliason Ranch Trucking LLC,For-Hire,101.06,0.06922044064
Eliason Ranch Trucking LLC,For-Hire,95.575,0.0654635228
"Elite Expediting, Inc",For-Hire,101.06,0.06922044064
Elite Fleet Logistics Inc.,For-Hire,76.25,0.052226980000000006
Elite Logix Inc.: Logistics,For-Hire,140.57,0.09628257808
"Elite Transit Solutions, LLC",For-Hire,110.12049999999999,0.075426375752
"Elite Transportation, Inc.",For-hire,75.5,0.051713272000000005
Ella Bay Logistics,For-Hire,113.511,0.077748678384
Ella Bay Transport: EBYA,For-Hire,95.575,0.0654635228
Elston Nationwide,For-Hire,113.511,0.077748678384
Elvis' Services Inc.,For-Hire,60.42,0.04138431648
"Emerald Transportation, Inc.",For-Hire,164.5,0.11267328800000001
"EmergeTech, INC: ERGN",For-Hire,113.511,0.077748678384
Emperor Express Ltd.,For-hire,102.4,0.07013826560000001
Empire Brokerage Inc,Private,164.5,0.11267328800000001
"Empire Express, Inc.",For-Hire,78.929,0.054061944976000004
Endigo Logistics Inc,For-hire,93.45,0.06400801680000001
Endless Enterprises LLC,For-hire,93.45,0.06400801680000001
Endries Express Inc,For-hire,88.2,0.06041206080000001
Energetic Services Inc.,For-Hire,54.5,0.037329448
"Energi Transport, Inc.",For-hire,76.45,0.05236396880000001
Energy Transportation Group: Energy Express Trucking Inc.,For-Hire,93.45,0.06400801680000001
Energy Transportation Group: Energy Fresh Express Trucking Inc.,For-Hire,84.724,0.05803119545600001
Energy Transportation Group: Energy Transport USA Inc,For-Hire,60.42,0.04138431648
Energy Trucking LLC,For-Hire,72.91,0.04993926704
"England Logistics, Inc.",For-Hire,116.71600000000001,0.07994392390400001
"Englander Transportation, Inc.: ENGT",For-Hire,75.5,0.051713272000000005
Ennis Corp,For-Hire,88.2,0.06041206080000001
Entire Freight Service LLC,For-hire,102.4,0.07013826560000001
"Entourage Freight Solutions, Inc.: Brokerage",For-Hire,110.12049999999999,0.075426375752
Environmental Materials LLC,Private,65.0,0.04452136
Envision Transport Ltd.,For-Hire,88.2,0.06041206080000001
Envoy Solutions LLC,Private,281.0,0.192469264
"Epes Transport System, LLC",For-Hire,78.929,0.054061944976000004
Epic Enterprises,Private,102.4,0.07013826560000001
Equipment Express Inc.,For-Hire,60.42,0.04138431648
"Equity Transportation Co., Inc.",For-Hire,93.45,0.06400801680000001
Erb Group of Companies: Erb International Inc,For-Hire,95.575,0.0654635228
Erb Group of Companies: Erb Transport Limited,For-Hire,103.45,0.07085745680000001
"Erdner Bros., Inc.",For-Hire,72.91,0.04993926704
Erives Enterprises Inc: 350,For-Hire,81.8,0.0560284192
Erives Enterprises Inc: EEIE,For-Hire,78.929,0.054061944976000004
"Erwin Brothers Trucking LLC: Erwin Brothers Specialized, LLC",For-Hire,59.65,0.040856909600000005
"Erwin Brothers Trucking LLC: Erwin Brothers Trucking, LLC",For-Hire,76.25,0.052226980000000006
Essen Transport,For-hire,76.25,0.052226980000000006
Essence Transport Corp,For-Hire,164.5,0.11267328800000001
Essendant Co,Private,210.5,0.14418071200000002
Essential Freight Systems,For-hire,84.724,0.05803119545600001
Estes Express Lines: East,Private,105.21,0.07206295824
Estes Express Lines: West,Private,105.21,0.07206295824
"Estes Forwarding Worldwide, LLC: EFW",Private,164.5,0.11267328800000001
"Estrella Dispatch, Inc.",For-Hire,118.39,0.08109052016000001
Euro Link Logistic,For-Hire,78.929,0.054061944976000004
"Evan Transportation, Inc",For-Hire,76.25,0.052226980000000006
Evans Distribution Systems: ADEN,Dedicated,102.4,0.07013826560000001
"Evans Transportation Services, Inc.: Logistics Division",For-Hire,118.39,0.08109052016000001
"Ever Fresh Farms Transportation, Inc.: EVFF",For-Hire,88.2,0.06041206080000001
"EverGreen Industries, Inc.: OTR Fleet",For-Hire,65.0,0.04452136
Everest Transportation Inc,For-Hire,84.724,0.05803119545600001
Everest Transportation Systems LLC,For-Hire,110.12049999999999,0.075426375752
